Country,Year,fertility,life,population,child_mortality,gdp,region
Afghanistan,1990,7.687,48.601000000000006,13032161.0,181.0,1028.0,South Asia
Afghanistan,1991,7.7,49.43899999999999,14069854.0,174.2,1022.0,South Asia
Afghanistan,1992,7.725,50.247,15472076.0,167.8,941.0,South Asia
Afghanistan,1993,7.757999999999999,51.016999999999996,17053213.0,162.0,810.0,South Asia
Afghanistan,1994,7.796,51.738,18553819.0,156.8,725.0,South Asia
Afghanistan,1995,7.832000000000001,52.4,19789880.0,152.3,872.0,South Asia
Afghanistan,1996,7.859,52.995,20684982.0,148.6,895.0,South Asia
Afghanistan,1997,7.869,53.527,21299350.0,145.5,921.0,South Asia
Afghanistan,1998,7.854,54.00899999999999,21752257.0,142.6,947.0,South Asia
Afghanistan,1999,7.809,54.449,22227543.0,139.9,972.0,South Asia
Afghanistan,2000,7.733,54.863,22856302.0,137.0,962.0,South Asia
Afghanistan,2001,7.622999999999999,55.271,23677385.0,133.8,862.0,South Asia
Afghanistan,2002,7.484,55.687,24639841.0,130.3,1053.0,South Asia
Afghanistan,2003,7.321000000000001,56.122,25678639.0,126.8,1097.0,South Asia
Afghanistan,2004,7.136,56.583,26693486.0,123.2,1067.0,South Asia
Afghanistan,2005,6.93,57.071000000000005,27614718.0,119.6,1146.0,South Asia
Afghanistan,2006,6.702000000000001,57.582,28420974.0,116.3,1173.0,South Asia
Afghanistan,2007,6.456,58.102,29145841.0,113.2,1298.0,South Asia
Afghanistan,2008,6.196000000000001,58.618,29839994.0,110.4,1311.0,South Asia
Afghanistan,2009,5.928,59.123999999999995,30577756.0,107.6,1548.0,South Asia
Afghanistan,2010,5.659,59.611999999999995,31411743.0,105.0,1637.0,South Asia
Afghanistan,2011,5.395,60.07899999999999,32358260.0,102.3,1695.0,South Asia
Afghanistan,2012,5.141,60.523999999999994,33397058.0,99.5,1893.0,South Asia
Afghanistan,2013,4.9,60.946999999999996,34499915.0,96.7,1884.0,South Asia
Albania,1964,5.711,65.475,1817098.0,122.67,3023.0,Europe & Central Asia
Albania,1965,5.593999999999999,65.863,1869942.0,120.09,3129.0,Europe & Central Asia
Albania,1966,5.483,66.122,1922993.0,117.56,3242.0,Europe & Central Asia
Albania,1967,5.376,66.316,1976140.0,115.09,3359.0,Europe & Central Asia
Albania,1968,5.268,66.5,2029314.0,112.67,3475.0,Europe & Central Asia
Albania,1969,5.16,66.702,2082474.0,110.3,3587.0,Europe & Central Asia
Albania,1970,5.05,66.94800000000001,2135599.0,107.98,3712.0,Europe & Central Asia
Albania,1971,4.933,67.251,2188650.0,105.71,3849.0,Europe & Central Asia
Albania,1972,4.809,67.595,2241623.0,103.49,3988.0,Europe & Central Asia
Albania,1973,4.677,67.96600000000001,2294578.0,101.31,4174.0,Europe & Central Asia
Albania,1974,4.538,68.35600000000001,2347607.0,99.18,4177.0,Europe & Central Asia
Albania,1975,4.393,68.748,2400801.0,97.1,4178.0,Europe & Central Asia
Albania,1976,4.244,69.12100000000001,2454255.0,95.06,4182.0,Europe & Central Asia
Albania,1977,4.093999999999999,69.459,2508026.0,93.06,4188.0,Europe & Central Asia
Albania,1978,3.947,69.753,2562121.0,91.1,4194.0,Europe & Central Asia
Albania,1979,3.807,70.001,2616530.0,84.7,4201.0,Europe & Central Asia
Albania,1980,3.678,70.218,2671300.0,78.6,4218.0,Europe & Central Asia
Albania,1981,3.562,70.426,2725029.0,73.0,4227.0,Europe & Central Asia
Albania,1982,3.46,70.646,2777592.0,67.8,4237.0,Europe & Central Asia
Albania,1983,3.372,70.88600000000001,2831682.0,62.8,4248.0,Europe & Central Asia
Albania,1984,3.2969999999999997,71.14399999999999,2891004.0,58.3,4259.0,Europe & Central Asia
Albania,1985,3.233,71.398,2957390.0,54.3,4267.0,Europe & Central Asia
Albania,1986,3.177,71.615,3033393.0,50.7,4281.0,Europe & Central Asia
Albania,1987,3.1260000000000003,71.77,3116009.0,47.6,4294.0,Europe & Central Asia
Albania,1988,3.075,71.85300000000001,3194854.0,44.9,4307.0,Europe & Central Asia
Albania,1989,3.023,71.87,3255859.0,42.5,4325.0,Europe & Central Asia
Albania,1990,2.97,71.842,3289483.0,40.6,4350.0,Europe & Central Asia
Albania,1991,2.917,71.79899999999999,3291695.0,38.8,3081.0,Europe & Central Asia
Albania,1992,2.867,71.779,3266983.0,37.3,2877.0,Europe & Central Asia
Albania,1993,2.819,71.813,3224901.0,36.0,3172.0,Europe & Central Asia
Albania,1994,2.772,71.92,3179442.0,34.6,3457.0,Europe & Central Asia
Albania,1995,2.7230000000000003,72.117,3141102.0,33.2,3941.0,Europe & Central Asia
Albania,1996,2.67,72.415,3112597.0,31.8,4326.0,Europe & Central Asia
Albania,1997,2.611,72.796,3091902.0,30.3,3909.0,Europe & Central Asia
Albania,1998,2.543,73.235,3079037.0,28.9,4434.0,Europe & Central Asia
Albania,1999,2.467,73.71300000000001,3072725.0,27.5,4912.0,Europe & Central Asia
Albania,2000,2.383,74.2,3071856.0,26.2,5305.0,Europe & Central Asia
Albania,2001,2.291,74.664,3077378.0,24.9,5730.0,Europe & Central Asia
Albania,2002,2.195,75.081,3089778.0,23.6,5913.0,Europe & Central Asia
Albania,2003,2.097,75.437,3106701.0,22.5,6274.0,Europe & Central Asia
Albania,2004,2.004,75.725,3124861.0,21.5,6672.0,Europe & Central Asia
Albania,2005,1.919,75.949,3141800.0,20.5,7075.0,Europe & Central Asia
Albania,2006,1.849,76.124,3156607.0,19.5,7476.0,Europe & Central Asia
Albania,2007,1.796,76.278,3169665.0,18.7,7977.0,Europe & Central Asia
Albania,2008,1.761,76.433,3181397.0,17.9,8644.0,Europe & Central Asia
Albania,2009,1.744,76.598,3192723.0,17.3,8994.0,Europe & Central Asia
Albania,2010,1.7409999999999999,76.78,3204284.0,16.6,9374.0,Europe & Central Asia
Albania,2011,1.7480000000000002,76.979,3215988.0,16.0,9640.0,Europe & Central Asia
Albania,2012,1.76,77.185,3227373.0,15.5,9811.0,Europe & Central Asia
Albania,2013,1.771,77.392,3238316.0,14.9,9961.0,Europe & Central Asia
Algeria,1964,7.653,47.953,11654905.0,247.3,5693.0,Middle East & North Africa
Algeria,1965,7.655,48.388999999999996,11923002.0,248.2,5916.0,Middle East & North Africa
Algeria,1966,7.657,48.806000000000004,12229853.0,248.9,5478.0,Middle East & North Africa
Algeria,1967,7.6579999999999995,49.205,12572629.0,248.9,5811.0,Middle East & North Africa
Algeria,1968,7.657,49.592,12945462.0,248.0,6319.0,Middle East & North Africa
Algeria,1969,7.652,49.976000000000006,13338918.0,245.8,6747.0,Middle East & North Africa
Algeria,1970,7.641,50.36600000000001,13746185.0,242.2,7227.0,Middle East & North Africa
Algeria,1971,7.622000000000001,50.766999999999996,14165889.0,237.3,6427.0,Middle East & North Africa
Algeria,1972,7.591,51.195,14600659.0,230.9,7556.0,Middle East & North Africa
Algeria,1973,7.547999999999999,51.67,15052371.0,223.4,7581.0,Middle East & North Africa
Algeria,1974,7.492000000000001,52.213,15524137.0,214.9,7812.0,Middle East & North Africa
Algeria,1975,7.422000000000001,52.861000000000004,16018195.0,205.5,8119.0,Middle East & North Africa
Algeria,1976,7.3389999999999995,53.656000000000006,16533323.0,195.7,8400.0,Middle East & North Africa
Algeria,1977,7.244,54.605,17068212.0,185.1,8888.0,Middle East & North Africa
Algeria,1978,7.138,55.696999999999996,17624756.0,173.9,9730.0,Middle East & North Africa
Algeria,1979,7.021,56.907,18205468.0,161.7,10293.0,Middle East & North Africa
Algeria,1980,6.888999999999999,58.198,18811199.0,148.0,10166.0,Middle East & North Africa
Algeria,1981,6.7410000000000005,59.523999999999994,19442423.0,132.6,10160.0,Middle East & North Africa
Algeria,1982,6.5760000000000005,60.826,20095648.0,115.9,10477.0,Middle East & North Africa
Algeria,1983,6.392,62.051,20762767.0,98.9,10696.0,Middle East & North Africa
Algeria,1984,6.192,63.16,21433070.0,83.6,10947.0,Middle East & North Africa
Algeria,1985,5.976,64.12,22098298.0,71.2,11030.0,Middle East & North Africa
Algeria,1986,5.747000000000001,64.911,22753511.0,61.9,10722.0,Middle East & North Africa
Algeria,1987,5.507999999999999,65.554,23398470.0,55.3,10378.0,Middle East & North Africa
Algeria,1988,5.263,66.072,24035237.0,51.2,9888.0,Middle East & North Africa
Algeria,1989,5.013999999999999,66.479,24668100.0,48.6,10115.0,Middle East & North Africa
Algeria,1990,4.761,66.796,25299182.0,46.9,10113.0,Middle East & North Africa
Algeria,1991,4.503,67.04899999999999,25930560.0,45.8,9748.0,Middle East & North Africa
Algeria,1992,4.238,67.265,26557969.0,45.0,9693.0,Middle East & North Africa
Algeria,1993,3.971,67.468,27169903.0,44.2,9279.0,Middle East & North Africa
Algeria,1994,3.705,67.67399999999999,27751086.0,43.5,9006.0,Middle East & North Africa
Algeria,1995,3.449,67.893,28291591.0,42.6,9168.0,Middle East & North Africa
Algeria,1996,3.207,68.123,28786855.0,41.8,9375.0,Middle East & North Africa
Algeria,1997,2.987,68.35,29242917.0,41.2,9322.0,Middle East & North Africa
Algeria,1998,2.7939999999999996,68.565,29673694.0,40.7,9646.0,Middle East & North Africa
Algeria,1999,2.634,68.76899999999999,30099010.0,40.2,9810.0,Middle East & North Africa
Algeria,2000,2.5140000000000002,68.96300000000001,30533827.0,39.7,9885.0,Middle East & North Africa
Algeria,2001,2.439,69.149,30982214.0,38.9,10203.0,Middle East & North Africa
Algeria,2002,2.407,69.33,31441848.0,37.8,10634.0,Middle East & North Africa
Algeria,2003,2.412,69.508,31913462.0,36.5,11251.0,Middle East & North Africa
Algeria,2004,2.448,69.682,32396048.0,35.1,11575.0,Middle East & North Africa
Algeria,2005,2.5069999999999997,69.854,32888449.0,33.6,12077.0,Middle East & North Africa
Algeria,2006,2.58,70.02,33391954.0,32.1,12088.0,Middle East & North Africa
Algeria,2007,2.656,70.18,33906605.0,30.7,12289.0,Middle East & North Africa
Algeria,2008,2.725,70.332,34428028.0,29.5,12314.0,Middle East & North Africa
Algeria,2009,2.781,70.477,34950168.0,28.4,12285.0,Middle East & North Africa
Algeria,2010,2.8169999999999997,70.615,35468208.0,27.4,12494.0,Middle East & North Africa
Algeria,2011,2.8289999999999997,70.747,35980193.0,26.6,12606.0,Middle East & North Africa
Algeria,2012,2.82,70.874,36485828.0,25.8,12779.0,Middle East & North Africa
Algeria,2013,2.795,71.0,36983924.0,25.2,12893.0,Middle East & North Africa
Angola,1964,7.425,34.604,5337063.0,305.2,4573.0,Sub-Saharan Africa
Angola,1965,7.43,35.007,5431135.0,297.55,4840.0,Sub-Saharan Africa
Angola,1966,7.422000000000001,35.41,5524090.0,289.99,5043.0,Sub-Saharan Africa
Angola,1967,7.403,35.816,5617242.0,282.4,5253.0,Sub-Saharan Africa
Angola,1968,7.375,36.222,5713156.0,275.28,5093.0,Sub-Saharan Africa
Angola,1969,7.3389999999999995,36.626999999999995,5815282.0,268.59,5158.0,Sub-Saharan Africa
Angola,1970,7.301,37.032,5926333.0,262.29,5397.0,Sub-Saharan Africa
Angola,1971,7.263999999999999,37.439,6047736.0,259.32,5614.0,Sub-Saharan Africa
Angola,1972,7.232,37.846,6179685.0,256.39,5511.0,Sub-Saharan Africa
Angola,1973,7.207999999999999,38.247,6322194.0,253.49,5831.0,Sub-Saharan Africa
Angola,1974,7.192,38.635,6474796.0,250.63,5880.0,Sub-Saharan Africa
Angola,1975,7.185,38.998000000000005,6637419.0,247.79,5454.0,Sub-Saharan Africa
Angola,1976,7.186,39.324,6808850.0,244.99,5044.0,Sub-Saharan Africa
Angola,1977,7.189,39.605,6989988.0,242.22,4956.0,Sub-Saharan Africa
Angola,1978,7.194,39.84,7185188.0,239.48,4572.0,Sub-Saharan Africa
Angola,1979,7.197,40.029,7400231.0,236.78,4458.0,Sub-Saharan Africa
Angola,1980,7.2,40.181999999999995,7638420.0,234.1,4443.0,Sub-Saharan Africa
Angola,1981,7.2010000000000005,40.311,7903368.0,232.8,4110.0,Sub-Saharan Africa
Angola,1982,7.202999999999999,40.429,8191774.0,231.5,3970.0,Sub-Saharan Africa
Angola,1983,7.205,40.547,8491682.0,230.2,3996.0,Sub-Saharan Africa
Angola,1984,7.207000000000001,40.671,8786652.0,229.1,4099.0,Sub-Saharan Africa
Angola,1985,7.207999999999999,40.794000000000004,9065562.0,228.3,4117.0,Sub-Saharan Africa
Angola,1986,7.206,40.902,9322550.0,227.5,4135.0,Sub-Saharan Africa
Angola,1987,7.202000000000001,40.988,9562796.0,226.9,4319.0,Sub-Saharan Africa
Angola,1988,7.194,41.05,9799680.0,226.5,4455.0,Sub-Saharan Africa
Angola,1989,7.182,41.1,10052567.0,226.2,4365.0,Sub-Saharan Africa
Angola,1990,7.165,41.151,10335052.0,226.0,4232.0,Sub-Saharan Africa
Angola,1991,7.143,41.221000000000004,10653515.0,225.9,4056.0,Sub-Saharan Africa
Angola,1992,7.1160000000000005,41.32899999999999,11002910.0,226.0,3656.0,Sub-Saharan Africa
Angola,1993,7.087000000000001,41.495,11371750.0,225.8,2663.0,Sub-Saharan Africa
Angola,1994,7.053999999999999,41.736000000000004,11742960.0,225.5,2669.0,Sub-Saharan Africa
Angola,1995,7.019,42.073,12105105.0,224.8,2859.0,Sub-Saharan Africa
Angola,1996,6.984,42.526,12452725.0,224.0,3091.0,Sub-Saharan Africa
Angola,1997,6.949,43.088,12792237.0,222.6,3246.0,Sub-Saharan Africa
Angola,1998,6.912999999999999,43.742,13138265.0,220.8,3376.0,Sub-Saharan Africa
Angola,1999,6.877999999999999,44.468,13511575.0,218.9,3389.0,Sub-Saharan Africa
Angola,2000,6.843999999999999,45.233999999999995,13926373.0,216.7,3387.0,Sub-Saharan Africa
Angola,2001,6.811,46.004,14388244.0,214.1,3417.0,Sub-Saharan Africa
Angola,2002,6.778,46.743,14890474.0,211.7,3759.0,Sub-Saharan Africa
Angola,2003,6.742999999999999,47.425,15419943.0,209.2,3819.0,Sub-Saharan Africa
Angola,2004,6.704,48.036,15957460.0,206.7,4087.0,Sub-Saharan Africa
Angola,2005,6.657,48.571999999999996,16489021.0,203.9,4667.0,Sub-Saharan Africa
Angola,2006,6.598,49.041000000000004,17010366.0,200.5,5445.0,Sub-Saharan Africa
Angola,2007,6.523,49.471000000000004,17525367.0,196.4,6453.0,Sub-Saharan Africa
Angola,2008,6.434,49.882,18037964.0,192.0,7103.0,Sub-Saharan Africa
Angola,2009,6.331,50.286,18555115.0,187.3,7039.0,Sub-Saharan Africa
Angola,2010,6.218,50.68899999999999,19081912.0,182.5,7047.0,Sub-Saharan Africa
Angola,2011,6.099,51.093999999999994,19618432.0,177.3,7094.0,Sub-Saharan Africa
Angola,2012,5.979,51.498000000000005,20162517.0,172.2,7230.0,Sub-Saharan Africa
Angola,2013,5.8629999999999995,51.898999999999994,20714494.0,167.1,7488.0,Sub-Saharan Africa
Antigua and Barbuda,1964,4.25,63.775,58653.0,72.78,5008.0,America
Antigua and Barbuda,1965,4.1930000000000005,64.149,59844.0,69.91,5133.0,America
Antigua and Barbuda,1966,4.125,64.51100000000001,61032.0,66.69,5262.0,America
Antigua and Barbuda,1967,4.042,64.865,62226.0,63.53,5393.0,America
Antigua and Barbuda,1968,3.9419999999999997,65.21300000000001,63401.0,60.97,5528.0,America
Antigua and Barbuda,1969,3.824,65.558,64528.0,58.16,5666.0,America
Antigua and Barbuda,1970,3.6839999999999997,65.898,65587.0,55.87,5807.0,America
Antigua and Barbuda,1971,3.517,66.232,66554.0,53.73,6088.0,America
Antigua and Barbuda,1972,3.3280000000000003,66.558,67419.0,51.35,6378.0,America
Antigua and Barbuda,1973,3.122,66.875,68182.0,49.44,6770.0,America
Antigua and Barbuda,1974,2.908,67.181,68848.0,47.58,6888.0,America
Antigua and Barbuda,1975,2.701,67.479,69420.0,45.77,6458.0,America
Antigua and Barbuda,1976,2.5140000000000002,67.768,69910.0,43.98,5885.0,America
Antigua and Barbuda,1977,2.358,68.051,70301.0,42.22,6371.0,America
Antigua and Barbuda,1978,2.239,68.328,70533.0,40.83,6691.0,America
Antigua and Barbuda,1979,2.1590000000000003,68.602,70525.0,39.16,7536.0,America
Antigua and Barbuda,1980,2.115,68.873,70228.0,37.53,8169.0,America
Antigua and Barbuda,1981,2.0980000000000003,69.141,69639.0,36.01,8689.0,America
Antigua and Barbuda,1982,2.096,69.408,68803.0,34.55,8827.0,America
Antigua and Barbuda,1983,2.0980000000000003,69.671,67792.0,33.16,9540.0,America
Antigua and Barbuda,1984,2.0980000000000003,69.931,66701.0,31.83,10388.0,America
Antigua and Barbuda,1985,2.092,70.186,65614.0,30.54,11383.0,America
Antigua and Barbuda,1986,2.082,70.435,64539.0,29.32,12600.0,America
Antigua and Barbuda,1987,2.07,70.675,63510.0,28.14,14027.0,America
Antigua and Barbuda,1988,2.062,70.907,62669.0,27.01,15441.0,America
Antigua and Barbuda,1989,2.0580000000000003,71.132,62192.0,25.93,16611.0,America
Antigua and Barbuda,1990,2.061,71.351,62202.0,25.5,17154.0,America
Antigua and Barbuda,1991,2.073,71.568,62754.0,24.2,17361.0,America
Antigua and Barbuda,1992,2.096,71.783,63802.0,23.1,17226.0,America
Antigua and Barbuda,1993,2.128,72.0,65238.0,21.9,17753.0,America
Antigua and Barbuda,1994,2.166,72.219,66895.0,20.8,18400.0,America
Antigua and Barbuda,1995,2.208,72.441,68642.0,19.7,17167.0,America
Antigua and Barbuda,1996,2.248,72.664,70450.0,18.8,17830.0,America
Antigua and Barbuda,1997,2.281,72.888,72322.0,17.9,18186.0,America
Antigua and Barbuda,1998,2.3040000000000003,73.11,74190.0,17.0,18483.0,America
Antigua and Barbuda,1999,2.316,73.329,75985.0,16.2,18780.0,America
Antigua and Barbuda,2000,2.316,73.544,77656.0,15.5,19319.0,America
Antigua and Barbuda,2001,2.305,73.755,79165.0,14.8,18388.0,America
Antigua and Barbuda,2002,2.2880000000000003,73.96,80507.0,14.1,18676.0,America
Antigua and Barbuda,2003,2.2680000000000002,74.16,81716.0,13.5,19566.0,America
Antigua and Barbuda,2004,2.246,74.355,82838.0,12.9,20395.0,America
Antigua and Barbuda,2005,2.224,74.544,83916.0,12.4,21414.0,America
Antigua and Barbuda,2006,2.2030000000000003,74.729,84952.0,11.8,24016.0,America
Antigua and Barbuda,2007,2.1830000000000003,74.91,85935.0,11.3,26008.0,America
Antigua and Barbuda,2008,2.164,75.087,86881.0,10.9,25736.0,America
Antigua and Barbuda,2009,2.146,75.263,87802.0,10.4,22389.0,America
Antigua and Barbuda,2010,2.13,75.437,88710.0,9.9,20567.0,America
Antigua and Barbuda,2011,2.115,75.61,89612.0,9.5,19988.0,America
Antigua and Barbuda,2012,2.102,75.783,90510.0,9.1,20577.0,America
Antigua and Barbuda,2013,2.089,75.954,91404.0,8.7,20353.0,America
Argentina,1964,3.068,65.388,21966478.0,57.43,8227.0,America
Argentina,1965,3.0580000000000003,65.48100000000001,22296628.0,57.43,8818.0,America
Argentina,1966,3.051,65.60300000000001,22622012.0,58.63,8709.0,America
Argentina,1967,3.048,65.759,22944941.0,58.52,8782.0,America
Argentina,1968,3.049,65.953,23273148.0,58.32,9003.0,America
Argentina,1969,3.056,66.184,23616971.0,73.2,9610.0,America
Argentina,1970,3.073,66.449,23983358.0,72.4,9951.0,America
Argentina,1971,3.1039999999999996,66.74,24376109.0,71.5,10167.0,America
Argentina,1972,3.148,67.044,24791983.0,70.4,10209.0,America
Argentina,1973,3.2030000000000003,67.34899999999999,25222223.0,68.8,10419.0,America
Argentina,1974,3.264,67.652,25654154.0,66.6,10809.0,America
Argentina,1975,3.321,67.95,26078731.0,63.8,10571.0,America
Argentina,1976,3.366,68.248,26492716.0,60.2,10408.0,America
Argentina,1977,3.391,68.54899999999999,26899177.0,55.9,10918.0,America
Argentina,1978,3.391,68.85600000000001,27303001.0,51.4,10406.0,America
Argentina,1979,3.3680000000000003,69.164,27711808.0,47.0,10976.0,America
Argentina,1980,3.325,69.464,28131040.0,43.1,10982.0,America
Argentina,1981,3.27,69.74600000000001,28561561.0,40.0,10221.0,America
Argentina,1982,3.213,70.00399999999999,29001060.0,37.6,9765.0,America
Argentina,1983,3.1630000000000003,70.235,29447973.0,35.8,10030.0,America
Argentina,1984,3.123,70.439,29899743.0,34.4,10102.0,America
Argentina,1985,3.093,70.624,30354240.0,33.1,9262.0,America
Argentina,1986,3.073,70.798,30810984.0,31.9,9810.0,America
Argentina,1987,3.056,70.972,31269799.0,30.8,9936.0,America
Argentina,1988,3.037,71.156,31729130.0,29.7,9620.0,America
Argentina,1989,3.016,71.35300000000001,32187173.0,28.6,8820.0,America
Argentina,1990,2.989,71.566,32642442.0,27.6,8539.0,America
Argentina,1991,2.9560000000000004,71.791,33093579.0,26.6,9333.0,America
Argentina,1992,2.918,72.024,33540023.0,25.7,10130.0,America
Argentina,1993,2.875,72.257,33982035.0,24.8,10602.0,America
Argentina,1994,2.827,72.48899999999999,34420352.0,24.1,11108.0,America
Argentina,1995,2.7739999999999996,72.719,34855160.0,23.4,10673.0,America
Argentina,1996,2.717,72.945,35287113.0,22.7,11150.0,America
Argentina,1997,2.657,73.169,35714929.0,22.0,11935.0,America
Argentina,1998,2.596,73.39,36134642.0,21.4,12268.0,America
Argentina,1999,2.535,73.608,36541029.0,20.8,11722.0,America
Argentina,2000,2.477,73.822,36930709.0,20.2,11504.0,America
Argentina,2001,2.424,74.033,37302116.0,19.7,10875.0,America
Argentina,2002,2.379,74.24,37657340.0,19.2,9574.0,America
Argentina,2003,2.34,74.444,38001251.0,18.6,10318.0,America
Argentina,2004,2.31,74.645,38340778.0,17.9,11135.0,America
Argentina,2005,2.286,74.843,38681174.0,17.1,12039.0,America
Argentina,2006,2.2680000000000002,75.036,39023850.0,16.4,12913.0,America
Argentina,2007,2.254,75.225,39368066.0,15.8,13873.0,America
Argentina,2008,2.241,75.41,39714298.0,15.4,14646.0,America
Argentina,2009,2.228,75.592,40062470.0,15.0,14605.0,America
Argentina,2010,2.215,75.77199999999999,40412376.0,14.6,15765.0,America
Argentina,2011,2.201,75.95,40764561.0,14.2,16972.0,America
Argentina,2012,2.188,76.128,41118986.0,13.8,17101.0,America
Argentina,2013,2.175,76.305,41473982.0,13.3,17629.0,America
Armenia,1964,4.1610000000000005,67.714,2138133.0,66.85,2823.0,Europe & Central Asia
Armenia,1965,3.9789999999999996,68.15100000000001,2204650.0,63.58,2945.0,Europe & Central Asia
Armenia,1966,3.7880000000000003,68.587,2269475.0,60.86,3051.0,Europe & Central Asia
Armenia,1967,3.6060000000000003,69.015,2332624.0,63.13,3151.0,Europe & Central Asia
Armenia,1968,3.447,69.425,2394635.0,65.49,3300.0,Europe & Central Asia
Armenia,1969,3.3139999999999996,69.808,2456370.0,67.93,3313.0,Europe & Central Asia
Armenia,1970,3.208,70.143,2518408.0,70.47,3533.0,Europe & Central Asia
Armenia,1971,3.1180000000000003,70.411,2580894.0,73.1,3589.0,Europe & Central Asia
Armenia,1972,3.032,70.604,2643464.0,75.83,3571.0,Europe & Central Asia
Armenia,1973,2.9419999999999997,70.722,2705584.0,78.66,3832.0,Europe & Central Asia
Armenia,1974,2.846,70.774,2766495.0,81.59,3871.0,Europe & Central Asia
Armenia,1975,2.745,70.782,2825650.0,84.64,3810.0,Europe & Central Asia
Armenia,1976,2.6460000000000004,70.782,2882831.0,87.8,3917.0,Europe & Central Asia
Armenia,1977,2.555,70.797,2938181.0,84.3,3937.0,Europe & Central Asia
Armenia,1978,2.479,70.837,2991954.0,81.0,3964.0,Europe & Central Asia
Armenia,1979,2.421,70.896,3044564.0,77.8,3877.0,Europe & Central Asia
Armenia,1980,2.385,70.936,3096298.0,74.8,3815.0,Europe & Central Asia
Armenia,1981,2.373,70.90899999999999,3145885.0,71.8,3783.0,Europe & Central Asia
Armenia,1982,2.381,70.775,3192877.0,69.1,3809.0,Europe & Central Asia
Armenia,1983,2.406,70.518,3239212.0,66.4,3862.0,Europe & Central Asia
Armenia,1984,2.441,70.149,3287588.0,63.8,3840.0,Europe & Central Asia
Armenia,1985,2.481,69.697,3339147.0,61.4,3805.0,Europe & Central Asia
Armenia,1986,2.519,69.204,3396511.0,59.0,3890.0,Europe & Central Asia
Armenia,1987,2.549,68.73100000000001,3457054.0,56.6,3872.0,Europe & Central Asia
Armenia,1988,2.5660000000000003,68.331,3510439.0,81.6,3886.0,Europe & Central Asia
Armenia,1989,2.565,68.03699999999999,3542720.0,52.0,3889.0,Europe & Central Asia
Armenia,1990,2.5380000000000003,67.877,3544695.0,49.7,3736.0,Europe & Central Asia
Armenia,1991,2.4819999999999998,67.86399999999999,3512051.0,47.4,3329.0,Europe & Central Asia
Armenia,1992,2.399,67.979,3449940.0,45.1,1973.0,Europe & Central Asia
Armenia,1993,2.295,68.199,3370373.0,42.8,1842.0,Europe & Central Asia
Armenia,1994,2.176,68.513,3290540.0,40.6,1988.0,Europe & Central Asia
Armenia,1995,1.8,68.91,3223173.0,38.6,2169.0,Europe & Central Asia
Armenia,1996,1.8,69.376,3172185.0,36.7,2333.0,Europe & Central Asia
Armenia,1997,1.7,69.891,3134836.0,34.9,2438.0,Europe & Central Asia
Armenia,1998,1.5,70.43,3109101.0,33.2,2636.0,Europe & Central Asia
Armenia,1999,1.4,70.971,3090624.0,31.6,2740.0,Europe & Central Asia
Armenia,2000,1.3,71.494,3076098.0,30.1,2919.0,Europe & Central Asia
Armenia,2001,1.2,71.98100000000001,3065810.0,28.6,3214.0,Europe & Central Asia
Armenia,2002,1.2,72.43,3061067.0,27.2,3654.0,Europe & Central Asia
Armenia,2003,1.4,72.836,3060554.0,25.9,4182.0,Europe & Central Asia
Armenia,2004,1.4,73.192,3062612.0,24.6,4635.0,Europe & Central Asia
